"","name","mz","rt","Annotation.type","ID","compound.name","isotope","adduct","score","confidence"
"213","M231T476",231.08811,476.417,"metAnnotation","C15503","N,N-Dihydroxy-L-tyrosine","[M]","M+NH4",0.434297652681254,"grade2"
"214","M230T612",230.09401,611.695,"seed","C05570","Ergothioneine","[M]","M+H",0.907327879571752,"grade1"
"215","M230T784",230.06478,784.417,"adductAnnotation","C04796","4-(L-Alanin-3-yl)-2-hydroxy-cis,cis-muconate 6-semialdehyde","[M]","M+H",0.762306566667481,"grade2"
"216","M230T488",230.06682,487.672,"metAnnotation","C04366","3-(2-Carboxyethenyl)-cis,cis-muconate","[M]","M+NH4",0.517082857744223,"grade2"
"217","M229T566",229.11557,566.162,"metAnnotation","C20801","3-Hydroxy-5-methyl-L-tyrosine","[M]","M+NH4",0.853185449466966,"grade2"
"218","M228T382",228.09498,382.378,"seed","C00881","Deoxycytidine","[M]","M+H",0.898182917741071,"grade1"
"219","M228T551",228.09508,550.666,"metAnnotation","C00881","Deoxycytidine","[M]","M+H",0.719218251803097,"grade2"
"220","M228T622",228.07808,621.949,"adductAnnotation","C00826","L-Arogenate","[M]","M+H",0.533617899999664,"grade2"
"221","M226T617",226.12696,617.459,"metAnnotation","C00328","L-Kynurenine","[M]","M+NH4",0.474654071245168,"grade2"
"222","M226T498",226.12318,497.969,"seed","C01089","(R)-3-Hydroxybutanoate","[M]","2M+NH4",0.781198447536288,"grade1"
"223","M226T454",226.07967,454.076,"metAnnotation","C20772","3-[(1-Carboxyvinyl)oxy]benzoate","[M]","M+NH4",0.665162355962114,"grade2"
"224","M226T737",226.08096,736.7625,"metAnnotation","C11355","4-Amino-4-deoxychorismate","[M]","M+H",0.51340061375832,"grade2"
"225","M226T703",226.0662,702.861,"adductAnnotation","C17212","3-(2'-Methylthio)ethylmalic acid","[M]","M+NH4",0.462246066667717,"grade2"
"226","M223T422",223.10465,421.974,"adductAnnotation","C20843","N5-Phenyl-L-glutamine","[M]","M+H",0.780795716666963,"grade2"
"227","M223T756",223.07968,755.5165,"adductAnnotation","C02291","L-Cystathionine","[M]","M+H",0.758054116666168,"grade2"
"228","M222T480",222.09479,480.3735,"seed","C00140","N-Acetyl-D-glucosamine","[M]","M+H",0.921602857267806,"grade1"
"229","M220T498",220.11609,498.1215,"seed","C00864","Pantothenate","[M]","M+H",0.901513079427543,"grade1"
"230","M220T577",220.06633,577.354,"adductAnnotation","C12248","5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate","[M]","M+NH4",0.872491166667051,"grade2"
"231","M219T520",219.13917,520.064,"adductAnnotation","C20940","L-Dihydroanticapsin","[M]","M+NH4",0.480109450000176,"grade2"
"232","M219T549",219.09493,549.3695,"metAnnotation","C03738","gamma-L-Glutamyl-D-alanine","[M]","M+H",0.76104798005069,"grade2"
"233","M218T631_2",218.10993,631.228,"adductAnnotation","C06659","Dihydroclavaminic acid","[M]","M+NH4",0.721362366666293,"grade2"
"234","M218T587",218.11052,586.618,"metAnnotation","C15532","N-Acetyl-L-citrulline","[M]","M+H",0.889222912163362,"grade2"
"235","M217T459",217.16317,458.517,"metAnnotation","C12448","Ecgonine methyl ester","[M]","M+NH4",0.687884392767334,"grade2"
"236","M217T390",217.15182,390.1755,"metAnnotation","C12448","Ecgonine methyl ester","[M]","M+NH4",0.86104766320579,"grade2"
"237","M217T697",217.12678,696.715,"metAnnotation","C06114","gamma-Glutamyl-beta-aminopropiononitrile","[M]","M+NH4",0.878310706371521,"grade2"
"238","M217T608",217.11522,607.596,"metAnnotation","C20941","L-Anticapsin","[M]","M+NH4",0.470411845387494,"grade2"
"239","M217T435",217.07943,434.57,"adductAnnotation","C06662","Clavulanic acid","[M]","M+NH4",0.748836216667399,"grade2"
"240","M216T740",216.0604,739.833,"metAnnotation","C01233","sn-Glycero-3-phosphoethanolamine","[M]","M+H",0.840979658758643,"grade2"
"241","M215T532",215.1361,531.5835,"metAnnotation","C05588","L-Metanephrine","[M]","M+NH4",0.752571663829557,"grade2"
"242","M213T469",213.16813,469.126,"metAnnotation","C16836","1,4'-Bipiperidine-1'-carboxylic acid","[M]","M+H",0.604393406699581,"grade2"
"243","M212T710",212.05017,709.541,"adductAnnotation","C08538","Betalamic acid","[M]","M+H",0.703124900000754,"grade2"
"244","M209T500",209.09922,499.909,"seed","C01089","(R)-3-Hydroxybutanoate","[M]","2M+H",0.782430041581072,"grade1"
"245","M208T492",208.06673,492.142,"adductAnnotation","C14876","S-(2-Hydroxyethyl)-N-acetyl-L-cysteine","[M]","M+H",0.876352266666989,"grade2"
"246","M207T697",207.01147,696.715,"metAnnotation","C01990","3-Oxalomalate","[M]","M+H",0.900148977993907,"grade2"
"247","M205T477",205.09391,477.067,"seed","C00078","L-Tryptophan","[M]","M+H",0.911373707430997,"grade1"
"248","M204T571",204.12122,571.107,"seed","C02571","O-Acetylcarnitine","[M]","M+H",0.957005659247928,"grade1"
"249","M203T977",203.14792,976.598,"seed","C03626","NG,NG-Dimethyl-L-arginine","[M]","M+H",0.854406772467592,"grade1"
"250","M203T427",203.13631,427.423,"metAnnotation","C12449","Pseudoecgonine","[M]","M+NH4",0.632866949054825,"grade2"
"251","M203T605",203.1,605.331,"metAnnotation","C06658","Proclavaminic acid","[M]","M+H",0.843403225933937,"grade2"
"252","M202T622",202.11702,622.2655,"adductAnnotation","C00588","Choline phosphate","[M]","M+NH4",0.527792783333723,"grade2"
"253","M202T665",202.06408,664.513,"metAnnotation","C11821","5-Hydroxyisourate","[M]","M+NH4",0.692887258656351,"grade2"
"254","M201T679",201.13179,679.329,"adductAnnotation","C04259","N,N-Dimethylhistidine","[M]","M+NH4",0.557956849999414,"grade2"
"255","M201T398",201.12075,398.001,"metAnnotation","C05589","L-Normetanephrine","[M]","M+NH4",0.687723199453735,"grade2"
"256","M201T632",201.08461,631.6545,"adductAnnotation","C06659","Dihydroclavaminic acid","[M]","M+H",0.782817716666311,"grade2"
"257","M201T587",201.08471,586.6925,"adductAnnotation","C06659","Dihydroclavaminic acid","[M]","M+H",0.846484383333158,"grade2"
"258","M200T435",200.05273,435.172,"adductAnnotation","C06662","Clavulanic acid","[M]","M+H",0.741291566666831,"grade2"
"259","M198T737",198.09456,737.2195,"adductAnnotation","C10906","D-Fructose","[M]","M+NH4",0.73446623333291,"grade2"
"260","M198T577",198.08641,577.215,"adductAnnotation","C02997","N-Acetyl-L-histidine","[M]","M+H",0.904017533333217,"grade2"
"261","M198T740",198.04995,739.942,"metAnnotation","C01616","Tauropine","[M]","M+H",0.714837412440735,"grade2"
"262","M198T622",198.04063,621.918,"adductAnnotation","C04604","3-Hydroxy-2-methylpyridine-4,5-dicarboxylate","[M]","M+H",0.96037160000039,"grade2"
"263","M190T435",190.10513,435.447,"seed","C00741","Diacetyl","[M]","2M+NH4",0.817474951684219,"grade1"
"264","M190T478",190.07393,477.65,"adductAnnotation","C00624","N-Acetyl-L-glutamate","[M]","M+H",0.675378599999789,"grade2"
"265","M190T710",190.06835,709.655,"adductAnnotation","C03871","L-2-Amino-6-oxoheptanedioate","[M]","M+H",0.831621400001192,"grade2"
"266","M189T735",189.12097,734.899,"seed","C02727","N6-Acetyl-L-lysine","[M]","M+H",0.867797037665446,"grade1"
"267","M189T572",189.08532,571.6465,"metAnnotation","C20920","Tabtoxinine-delta-lactam","[M]","M+H",0.888801239050789,"grade2"
"268","M188T412",188.12542,411.707,"adductAnnotation","C01092","8-Amino-7-oxononanoate","[M]","M+H",0.830073899999652,"grade2"
"269","M188T612",188.09937,611.802,"adductAnnotation","C05576","3,4-Dihydroxyphenylethyleneglycol","[M]","M+NH4",0.645650600000124,"grade2"
"270","M188T477",188.06844,477.284,"adductAnnotation","C06559","Deethylatrazine","[M]","M+H",0.870927583333108,"grade2"
"271","M187T478",187.12027,478.389,"adductAnnotation","C01152","N(pi)-Methyl-L-histidine","[M]","M+NH4",0.845372983332387,"grade2"
"272","M186T612_2",186.10396,611.695,"metAnnotation","C06459","N-Trimethyl-2-aminoethylphosphonate","[M]","M+NH4",0.52208532993634,"grade2"
"273","M185T622",185.09117,622.065,"adductAnnotation","C00588","Choline phosphate","[M]","M+H",0.496420766666896,"grade2"
"274","M185T696",185.02982,695.55,"adductAnnotation","C11821","5-Hydroxyisourate","[M]","M+H",0.934181516667271,"grade2"
"275","M184T560",184.08409,559.894,"seed","C16353","7-Methylxanthine","[M]","M+NH4",0.604364491451533,"grade1"
"276","M184T622_2",184.08841,622.003,"metAnnotation","C01685","D-Ribonate","[M]","M+NH4",0.45711787720943,"grade2"
"277","M184T732",184.07067,731.559,"seed","C00588","Choline phosphate","[M]","M+H",0.688588512477346,"grade1"
"278","M184T974_2",184.07205,974.169,"seed","C00588","Choline phosphate","[M]","M+H",0.880820207076198,"grade1"
"279","M184T577",184.06946,577.4855,"metAnnotation","C00919","Choline sulfate","[M]","M+H",0.750192773646811,"grade2"
"280","M183T590",183.0721,590.278,"seed","C05653","Formylanthranilate","[M]","M+NH4",0.665708226947933,"grade1"
"281","M182T560",182.07991,559.834,"metAnnotation","C00082","L-Tyrosine","[M]","M+H",0.888930647426337,"grade2"
"282","M179T743",179.0465,743.123,"metAnnotation","C00204","2-Dehydro-3-deoxy-D-gluconate","[M]","M+H",0.572347386202419,"grade2"
"283","M177T440",177.09928,440.265,"seed","C00780","Serotonin","[M]","M+H",0.787121340456596,"grade1"
"284","M176T745",176.06421,744.6495,"seed","C03139","N-Amidino-L-aspartate","[M]","M+H",0.901184510610156,"grade1"
"285","M175T1014",175.11661,1013.64,"seed","C00062","L-Arginine","[M]","M+H",0.881094146823281,"grade1"
"286","M175T524",175.10524,524.453,"adductAnnotation","C01047","N5-Ethyl-L-glutamine","[M]","M+H",0.83887905000114,"grade2"
"287","M173T444",173.12604,444.188,"seed","C10129","Arecoline","[M]","M+NH4",0.948432921808776,"grade1"
"288","M173T824",173.01851,823.758,"seed","C00093","sn-Glycerol 3-phosphate","[M]","M+H",0.925801677699872,"grade1"
"289","M173T638",173.01891,637.63,"adductAnnotation","C00093","sn-Glycerol 3-phosphate","[M]","M+H",0.864743500000638,"grade2"
"290","M170T472",170.07864,471.77,"seed","C00755","4-Hydroxy-3-methoxy-benzaldehyde","[M]","M+NH4",0.805498923604161,"grade1"
"291","M168T475",168.08935,474.9015,"seed","C00181","D-Xylose","[M]","M+NH4",0.925668687704941,"grade1"
"292","M167T559",167.05772,559.244,"adductAnnotation","C16353","7-Methylxanthine","[M]","M+H",0.850692316666614,"grade1"
"293","M166T618",166.084,617.666,"seed","C00079","L-Phenylalanine","[M]","M+H",0.805796073314125,"grade1"
"294","M166T474_2",166.08419,474.355,"seed","C00079","L-Phenylalanine","[M]","M+H",0.938263074849101,"grade1"
"295","M163T671_2",163.11414,670.988,"adductAnnotation","C01035","4-Guanidinobutanoate","[M]","M+NH4",0.72654368333364,"grade1"
"296","M163T738",163.05812,737.852,"adductAnnotation","C02488","(R)-2-Ethylmalate","[M]","M+H",0.868073249999478,"grade2"
"297","M162T671_2",162.11105,670.8925,"seed","C00318","L-Carnitine","[M]","M+H",0.821144972753636,"grade1"
"298","M162T556",162.07357,555.52,"seed","C00546","Methylglyoxal","[M]","2M+NH4",0.954072249666333,"grade1"
"299","M162T756",162.07393,756.268,"seed","C00956","L-2-Aminoadipate","[M]","M+H",0.797532759468999,"grade1"
"300","M162T573",162.07367,572.953,"seed","C00546","Methylglyoxal","[M]","2M+NH4",0.943425759042112,"grade1"
"301","M160T626",160.10583,625.564,"adductAnnotation","C06231","Ectoine","[M]","M+NH4",0.851662199999225,"grade2"
"302","M156T576",156.07441,576.214,"seed","C00785","Urocanate","[M]","M+NH4",0.74114867888699,"grade1"
"303","M155T707",155.04046,706.702,"adductAnnotation","C03277","Imidazol-5-yl-pyruvate","[M]","M+H",0.552476383333707,"grade2"
"304","M153T570_2",153.03954,569.761,"seed","C07599","Alloxanthine","[M]","M+H",0.836708713579102,"grade1"
"305","M153T395_2",153.03929,394.687,"seed","C00385","Xanthine","[M]","M+H",0.885804699338027,"grade1"
"306","M152T518",152.06818,518.002,"metAnnotation","C00603","(-)-Ureidoglycolate","[M]","M+NH4",0.759974739808796,"grade2"
"307","M152T487_2",152.05505,487.013,"adductAnnotation","C00149","(S)-Malate","[M]","M+NH4",0.926708233333376,"grade2"
"308","M150T526",150.05603,526.457,"seed","C00073","L-Methionine","[M]","M+H",0.912614705384234,"grade1"
"309","M149T474",149.05706,474.468,"adductAnnotation","C03015","O-Carbamoyl-L-serine","[M]","M+H",0.952758616665903,"grade2"
"310","M148T734",148.05854,733.519,"seed","C00025","L-Glutamate","[M]","M+H",0.938638583320168,"grade1"
"311","M147T721",147.07444,721.4445,"seed","C00064","L-Glutamine","[M]","M+H",0.925417794640709,"grade1"
"312","M147T696_2",147.07538,696.313,"seed","C00064","L-Glutamine","[M]","M+H",0.941127574894982,"grade1"
"313","M147T560",147.04199,559.834,"metAnnotation","C15607","3-Oxo-3-ureidopropanoate","[M]","M+H",0.768758781118495,"grade2"
"314","M146T671",146.09022,671.0205,"seed","C01035","4-Guanidinobutanoate","[M]","M+H",0.768906347348719,"grade1"
"315","M146T477",146.05794,477.279,"adductAnnotation","C08734","Ammelide","[M]","M+NH4",0.50702250000063,"grade2"
"316","M145T478",145.07344,478.394,"adductAnnotation","C05516","5-Amino-4-imidazole carboxylate","[M]","M+NH4",0.770529150000186,"grade2"
"317","M145T571",145.04758,571.1615,"adductAnnotation","C00922","2,3-Dimethylmaleate","[M]","M+H",0.781641583333377,"grade2"
"318","M145T738",145.04758,737.885,"metAnnotation","C02930","2-Methyleneglutarate","[M]","M+H",0.833171286266986,"grade2"
"319","M143T603",143.07951,603.12,"metAnnotation","C06231","Ectoine","[M]","M+H",0.920894147055585,"grade2"
"320","M143T626",143.07956,625.5055,"adductAnnotation","C06231","Ectoine","[M]","M+H",0.865617549999797,"grade2"
"321","M143T546",143.04634,546.348,"seed","C00245","Taurine","[M]","M+NH4",0.921129136799806,"grade1"
"322","M141T665",140.99301,664.674,"adductAnnotation","C00227","Acetyl phosphate","[M]","M+H",0.87539866666674,"grade2"
"323","M138T631",138.07209,631.061,"adductAnnotation","C07054","Isoniazid","[M]","M+H",0.633429133333019,"grade2"
"324","M138T533",138.05356,532.546,"seed","C00108","Anthranilate","[M]","M+H",0.720806197434751,"grade1"
"325","M138T554_2",138.05369,553.699,"seed","C00108","Anthranilate","[M]","M+H",0.690701188917811,"grade1"
"326","M137T631",137.06934,631.1665,"metAnnotation","C03537","S-Acetylthioethanolamine","[M]","M+NH4",0.555567166431942,"grade2"
"327","M137T559",137.05762,559.398,"adductAnnotation","C03765","4-Hydroxyphenylacetaldehyde","[M]","M+H",0.785604583333243,"grade2"
"328","M137T403_2",137.04509,403.263,"seed","C00262","Hypoxanthine","[M]","M+H",0.896283124319803,"grade1"
"329","M135T487",135.02799,486.8275,"adductAnnotation","C00149","(S)-Malate","[M]","M+H",0.901163583332779,"grade2"
"330","M134T749",134.04263,748.752,"seed","C00049","L-Aspartate","[M]","M+H",0.82149792729744,"grade1"
"331","M133T570",133.04723,569.623,"adductAnnotation","C03589","4-Hydroxy-2-oxopentanoate","[M]","M+H",0.777391583333535,"grade2"
"332","M133T526",133.02998,526.446,"adductAnnotation","C00802","Oxalureate","[M]","M+H",0.745751616667273,"grade2"
"333","M132T622",132.09987,622.0335,"adductAnnotation","C00407","L-Isoleucine","[M]","M+H",0.851562400000375,"grade2"
"334","M132T487_2",132.1005,486.907,"adductAnnotation","C02486","(3R)-beta-Leucine","[M]","M+H",0.823395733333759,"grade2"
"335","M132T648_2",132.07587,648.146,"seed","C00300","Creatine","[M]","M+H",0.901427940473854,"grade1"
"336","M131T475",131.04713,474.503,"adductAnnotation","C16484","1-Fluorocyclohexadiene-cis,cis-1,2-diol","[M]","M+H",0.807528666667584,"grade2"
"337","M130T616",130.08438,615.885,"metAnnotation","C00408","L-Pipecolate","[M]","M+H",0.80240468145532,"grade2"
"338","M130T547",130.04807,546.929,"seed","C01879","Pidolic acid","[M]","M+H",0.851472827435651,"grade1"
"339","M130T696_2",130.0492,696.4715,"seed","C01879","Pidolic acid","[M]","M+H",0.74203424410362,"grade1"
"340","M130T571",130.04868,570.9615,"adductAnnotation","C01879","Pidolic acid","[M]","M+H",0.904508066665793,"grade2"
"341","M129T571",129.06382,571.135,"adductAnnotation","C05715","gamma-Amino-gamma-cyanobutanoate","[M]","M+H",0.785621049999728,"grade2"
"342","M129T635",129.06405,635.171,"metAnnotation","C05715","gamma-Amino-gamma-cyanobutanoate","[M]","M+H",0.838922586804337,"grade2"
"343","M127T589",127.04832,588.818,"seed","C02835","Imidazole-4-acetate","[M]","M+H",0.953537164893553,"grade1"
"344","M126T479",126.05284,478.832,"seed","C00472","p-Benzoquinone","[M]","M+NH4",0.615899449073975,"grade1"
"345","M126T546",126.02094,546.2315,"seed","C00245","Taurine","[M]","M+H",0.943940376819408,"grade1"
"346","M124T392",124.03734,392.359,"seed","C10164","Picolinic acid","[M]","M+H",0.88886014135291,"grade1"
"347","M118T507_2",118.0856,507.128,"seed","C00719","Betaine","[M]","M+H",0.897716302363446,"grade1"
"348","M118T721",118.08417,720.8995,"seed","C00719","Betaine","[M]","M+H",0.887784525677298,"grade1"
"349","M118T559",118.08426,558.769,"adductAnnotation","C12518","Glutaral","[M]","M+NH4",0.695315900000243,"grade1"
"350","M118T673",118.08428,673.3395,"seed","C00719","Betaine","[M]","M+H",0.911179851894227,"grade1"
"351","M116T389",116.10491,388.578,"metAnnotation","C00414","Cyclohexanone","[M]","M+NH4",0.559283020285053,"grade2"
"352","M116T582_2",116.06993,581.7015,"seed","C00763","D-Proline","[M]","M+H",0.94207111167213,"grade1"
"353","M112T382",112.04895,381.959,"seed","C00380","Cytosine","[M]","M+H",0.849200174668284,"grade1"
"354","M112T447",112.04906,447.491,"seed","C00380","Cytosine","[M]","M+H",0.900735108853266,"grade1"
"355","M110T641",110.02536,640.711,"seed","C00519","Hypotaurine","[M]","M+H",0.913039794209579,"grade1"
"356","M106T615",106.08451,614.859,"adductAnnotation","C00466","Acetoin","[M]","M+NH4",0.714315899999946,"grade2"
"357","M104T700",104.06921,700.308,"seed","C00334","4-Aminobutanoate","[M]","M+H",0.80847170938687,"grade1"
"358","M103T671",103.03719,670.988,"seed","C00164","Acetoacetate","[M]","M+H",0.610087499511003,"grade1"
"359","M102T682",102.08998,682.287,"seed","C00576","Betaine aldehyde","[M]","M+H",0.898928434508871,"grade1"
"360","M102T733",102.05339,733.453,"adductAnnotation","C01234","1-Aminocyclopropane-1-carboxylate","[M]","M+H",0.799406233333144,"grade1"
"361","M91T560",91.05272,560.0525,"metAnnotation","C15809","Iminoglycine","[M]","M+NH4",0.792527791531147,"grade2"
"362","M90T625",90.05356,625.268,"seed","C00041","L-Alanine","[M]","M+H",0.952657345118434,"grade1"
"363","M90T647",90.05403,646.509,"seed","C00041","L-Alanine","[M]","M+H",0.941756841997096,"grade1"
"364","M85T571",85.02707,570.841,"adductAnnotation","C06144","3-Butynoate","[M]","M+H",0.852361583332926,"grade2"
"365","M76T609",76.07469,609.25,"seed","C01104","Trimethylamine N-oxide","[M]","M+H",0.88326541591111,"grade1"
