name,mz,rt,Annotation.type,annotated.from.ID,annotated.from.peak,ID,compound.name,isotope,adduct,Formula,score,peak.group,confidence
M367T623,367.16646,622.946,metAnnotation,C04020,M260T526,C04211,N(6)-[(Indol-3-yl)acetyl]-L-lysine,[M],M+CH3CN+Na,C16H21N3O3,0.374339524942654,C04211_3,grade4
M367T370,367.1737,369.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T369,367.20187,369.3675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T78,367.20641,77.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T1034,367.20955,1033.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T459,367.21083,459.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T424,367.21789,424.2985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T57,367.23461,57.2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T74,367.24265,74.4085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T68,367.26375,67.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T81,367.279,81.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T59,367.31914,58.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M367T43_2,367.33162,42.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T972,367.86792,971.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T659,367.9779,658.978,isotopeAnnotation,C03506,M364T659,C03506,Indoleglycerol phosphate,[M+4],M+2K-H,C11H14NO6P,0.77773705476357,C03506_4,grade2
M368T747,368.02427,747.1235,adductAnnotation;adductAnnotation,C02353;C00575,M352T747;M352T747,C02353;C00575,"2',3'-Cyclic AMP;3',5'-Cyclic AMP",[M];[M],M+K;M+K,C10H12N5O6P;C10H12N5O6P,0.537130499999288;0.537130499999288,C02353_5;C00575_5,grade3;grade3
M368T45,368.03878,45.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T577,368.05361,576.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T526,368.06382,526.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T672,368.06061,671.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T667,368.0892,666.743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T65,368.10277,65.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T42,368.11089,41.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T727,368.10883,727.361,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C00252;C01083;C00208;C00089;C00185,M365T726;M365T726;M365T726;M365T726;M365T726,C00252;C01083;C00208;C00089;C00185,"Isomaltose;alpha,alpha-Trehalose;Maltose;Sucrose;Cellobiose",[M+3];[M+3];[M+3];[M+3];[M+3],M+Na;M+Na;M+Na;M+Na;M+Na,C12H22O11;C12H22O11;C12H22O11;C12H22O11;C12H22O11,0.5101199901764;0.5101199901764;0.5101199901764;0.5101199901764;0.5101199901764,C01083_3;C00208_4;C00089_4;C00185_4;C00252_2,grade1;grade1;grade1;grade1;grade1
M368T975,368.13766,974.5865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T683,368.1415,682.937,isotopeAnnotation,C03410,M367T683,C03410,N-Glycoloyl-neuraminate,[M+1],M+CH3CN+H,C11H19NO10,0.845148343436229,C03410_1,grade2
M368T581,368.16223,581.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T678,368.18747,677.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T477,368.22435,477.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T57,368.23844,56.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T82,368.282,81.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T75,368.31089,74.7755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T43,368.3347,42.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M368T221,368.34702,220.8325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T664,368.92642,664.0715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T657,368.95357,657.4135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T743,368.9998,743.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T779,369.10301,778.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T475,369.10721,474.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T740,369.13627,740.069,metAnnotation,C14876,M230T553,C14875,S-(2-Hydroxyethyl)glutathione,[M],M+NH4,C12H21N3O7S,0.30278493072071,C14875_5,grade3
M369T721,369.14548,720.581,metAnnotation;metAnnotation;metAnnotation;metAnnotation;metAnnotation,C14876;C01252;C00270;C00270;C00270,M230T553;M208T554;M348T763;M348T763;M348T763,C14875;C17950;C04017;C04016;C04015,S-(2-Hydroxyethyl)glutathione;N-Acetyldemethylphosphinothricin tripeptide;N-Acetyl-9-O-acetylneuraminate;N-Acetyl-7-O-acetylneuraminate;N-Acetyl-4-O-acetylneuraminate,[M];[M];[M];[M];[M],M+NH4;M+NH4;M+NH4;M+NH4;M+NH4,C12H21N3O7S;C12H22N3O7P;C13H21NO10;C13H21NO10;C13H21NO10,0.658796072391497;0.493229490591418;0.455294270692615;0.433037364456069;0.431236713433614,C14875_4;C04015_3;C04016_3;C04017_3;C17950_2,grade3;grade3;grade3;grade3;grade3
M369T56,369.19522,55.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T754,369.20844,754.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T872,369.21945,872.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T639,369.2192,638.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T477,369.22743,477.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T79,369.22128,78.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T57,369.24124,56.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T1080,369.24474,1080.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T982,369.24453,982.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T54,369.347,54.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T42,369.34788,41.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M369T221,369.34878,221.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T760,369.71233,759.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T52,369.80906,51.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T50,370.02967,50.0785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T820,370.0475,820.283,seed;seed,NA;NA,NA;NA,C00020;C01367,AMP;3'-AMP,[M];[M],M+Na;M+Na,C10H14N5O7P;C10H14N5O7P,0.835720817287608;0.82382269072379,C00020_8;C01367_5,grade1;grade1
M370T42,370.09044,41.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T751,370.09315,751.16,adductAnnotation,C06187,M353T751,C06187,Arbutin 6-phosphate,[M],M+NH4,C12H17O10P,0.85156851666765,C06187_3,grade2
M370T688,370.09647,688.4405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T779,370.10563,779.3305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T727,370.11684,727.191,isotopeAnnotation,C00051,M368T727,C00051,Glutathione,[M+2],M+CH3COO+2H,C10H17N3O6S,0.698411469131506,C00051_5,grade2
M370T571,370.15627,570.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T797,370.15773,796.569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T398,370.16875,398.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T75,370.16328,75.0605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T784,370.19181,784.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T56,370.1974,55.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T757,370.21218,756.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T872,370.22322,872.2815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T478,370.23002,477.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T73,370.25384,73.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T57,370.29071,57.1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T64,370.32653,64.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T55,370.34976,55.2515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M370T41,370.35116,41.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T838,370.60999,837.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T660,370.74885,659.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T662,370.94956,661.757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T743,370.99789,743.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T842,371.03135,841.528,adductAnnotation,C11516,M387T842,C11516,2-(alpha-D-Mannosyl)-3-phosphoglycerate,[M],M+Na,C9H17O12P,0.789957249999228,C11516_1,grade3
M371T297,371.02643,296.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T818,371.05063,818.3625,isotopeAnnotation;isotopeAnnotation,C00020;C01367,M370T820;M370T820,C00020;C01367,AMP;3'-AMP,[M+1];[M+1],M+Na;M+Na,C10H14N5O7P;C10H14N5O7P,0.492238856426226;0.492238856426226,C00020_7;C01367_4,grade1;grade1
M371T1373,371.09637,1373.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T1303,371.09629,1303.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T13,371.09611,13.404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T53,371.09628,53.3565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T1351,371.09634,1351.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T1330,371.09618,1330.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T718,371.10789,718.086,metAnnotation,C01031,M399T591,C00051,Glutathione,[M],M+CH3CN+Na,C10H17N3O6S,0.743550749746548,C00051_4,grade2
M371T68,371.12913,67.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T597,371.13865,597.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T781,371.15274,781.3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T45,371.15701,45.252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T570,371.15927,570.1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T398,371.17202,397.894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T881,371.18836,881.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T810,371.21181,810.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T1017,371.23098,1016.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T56,371.2444,55.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T421,371.24849,420.8335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T588,371.26015,587.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T284,371.25259,284.299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T60,371.27369,60.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T52,371.31093,51.6145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M371T54,371.35285,53.8165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T950,371.60054,949.7405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T811,371.71257,810.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T1017,371.73218,1017.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T662,371.83981,662.243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T710,371.87867,710.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T709,371.91987,709.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T688,372.07859,688.188,metAnnotation,C00051,M325T690,C14871,S-(Formylmethyl)glutathione,[M],M+Na,C12H19N3O7S,0.736747619306914,C14871_6,grade2
M372T53,372.09692,53.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T746,372.1364,746.284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T72,372.13999,72.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T397,372.16866,397.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T75,372.1792,74.9885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T796,372.2073,795.9755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T852,372.21953,852.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T79,372.21756,79.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T1040,372.22505,1039.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T443,372.23295,443.2885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T421,372.25186,420.7165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T432,372.26972,432.0295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T59,372.3068,58.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T1356,372.31419,1356.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T1282,372.31394,1281.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T1318,372.31385,1317.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T4,372.31367,4.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T31,372.31381,31.1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T96,372.31395,96.4845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M372T64,372.34166,64.3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T977_1,372.55292,977.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T1040,372.55871,1039.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T934,372.73046,933.9545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T660,372.74689,659.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T661,372.82454,661.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T977_2,372.88696,977.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T301,372.96657,301.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T45,372.99377,45.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T809_1,373.02438,808.842,adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation;adductAnnotation,C00455;C01225;C04641;C04703;C10517,M335T809;M335T809;M335T809;M335T809;M335T809,C00455;C01225;C04641;C04703;C10517,"Nicotinamide D-ribonucleotide;sn-Glycero-3-phospho-1-inositol;2-(alpha-D-Galactosyl)-sn-glycerol 3-phosphate;alpha-D-Galactosyl-(1,1')-sn-glycerol 3-phosphate;2-(alpha-D-Glucosyl)-sn-glycerol 3-phosphate",[M];[M];[M];[M];[M],M+K;M+K;M+K;M+K;M+K,C11H15N2O8P;C9H19O11P;C9H19O11P;C9H19O11P;C9H19O11P,0.790998449998691;0.703200249999535;0.703200249999535;0.703200249999535;0.703200249999535,C01225_5;C04641_3;C04703_3;C10517_5;C00455_8,grade2;grade2;grade2;grade2;grade2
M373T778,373.07355,777.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T809_2,373.07781,808.9855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T53,373.09377,53.3565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T643,373.11239,643.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T746,373.14006,746.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T592,373.15316,592.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T573,373.15329,572.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T57,373.19325,56.8015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T593,373.2032,592.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T516,373.21458,515.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T928,373.22827,927.6315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T55,373.22821,54.9985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T444,373.23886,444.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T617,373.23997,617.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T414,373.26865,413.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T355,373.26854,354.537,adductAnnotation,C00695,M426T354,C00695,Cholic acid,[M],M+H-2H2O,C24H40O5,0.604990749999786,C00695_1,grade1
M373T72,373.28906,72.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T59,373.30915,58.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T15,373.31647,14.9925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M373T64,373.34534,64.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T661,373.82763,660.7335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T749,374.03223,748.693,metAnnotation;adductAnnotation,C20641;C02353,M553T859;M352T747,C00575;C02353,"3',5'-Cyclic AMP;2',3'-Cyclic AMP",[M];[M],M+2Na-H;M+2Na-H,C10H12N5O6P;C10H12N5O6P,0.416540567439517;0.399195416664838,C02353_5;C00575_5,grade3;grade3
M374T618,374.09655,617.528,adductAnnotation;adductAnnotation;metAnnotation;metAnnotation;metAnnotation;metAnnotation,C14875;C03112;C03373;C00270;C00270;C00270,M396T618;M396T618;M337T748;M348T554;M348T554;M348T554,C14875;C03112;C04640;C04017;C04016;C04015,S-(2-Hydroxyethyl)glutathione;Deacetylcephalosporin C;2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine;N-Acetyl-9-O-acetylneuraminate;N-Acetyl-7-O-acetylneuraminate;N-Acetyl-4-O-acetylneuraminate,[M];[M];[M];[M];[M];[M],M+Na;M+H;M+CH3COO+2H;M+Na;M+Na;M+Na,C12H21N3O7S;C14H19N3O7S;C8H16N3O8P;C13H21NO10;C13H21NO10;C13H21NO10,0.779072449998106;0.658709199998706;0.592525761704754;0.494691684876857;0.475617822542932;0.474074689398158,C04640_1;C14875_2;C03112_2;C04015_2;C04016_2;C04017_2,grade2;grade2;grade2;grade2;grade2;grade2
M374T53,374.09448,53.2435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T765,374.11239,765.471,metAnnotation;metAnnotation;adductAnnotation;adductAnnotation;adductAnnotation,C00328;C04332;C04015;C04016;C04017,M247T638;M349T619;M390T765;M390T765;M390T765,C17950;C04454;C04015;C04016;C04017,N-Acetyldemethylphosphinothricin tripeptide;5-Amino-6-(5'-phospho-D-ribitylamino)uracil;N-Acetyl-4-O-acetylneuraminate;N-Acetyl-7-O-acetylneuraminate;N-Acetyl-9-O-acetylneuraminate,[M];[M];[M];[M];[M],M+Na;M+NH4;M+Na;M+Na;M+Na,C12H22N3O7P;C9H17N4O9P;C13H21NO10;C13H21NO10;C13H21NO10,0.886171194301449;0.693664259650913;0.636186849999433;0.636186849999433;0.636186849999433,C04015_4;C04016_4;C04017_4;C04454_3;C17950_3,grade3;grade3;grade3;grade3;grade3
M374T803,374.12492,802.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T280,374.12503,280.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T811,374.13925,810.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T743,374.14337,742.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T782,374.15248,782.241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T592,374.15725,592.0095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T631,374.19818,631.3185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T72,374.19496,72.289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T867,374.20966,866.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T839,374.2095,838.988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T807,374.20954,806.9875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T507,374.2208,506.8875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T57,374.22763,56.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T572,374.22344,572.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T434,374.24907,434.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T617,374.24308,617.3745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T414,374.27191,413.921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M374T58,374.32149,58.4685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T659,374.74509,658.8785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T653_1,374.80389,653.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T661,374.8215,661.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T546,374.86945,546.316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T663,374.89915,663.4235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T710,374.95764,709.546,metAnnotation,C20986,M377T710,C20423,alpha-D-Ribose 1-methylphosphonate 5-phosphate,[M],M+3Na-2H,C6H14O10P2,0.854156894077418,C20423_1,grade2
M375T822,375.00342,821.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T653_2,375.00626,652.6815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T641,375.05077,640.703,metAnnotation,C01172,M243T892,C06187,Arbutin 6-phosphate,[M],M+Na,C12H17O10P,0.393993151802705,C06187_2,grade3
M375T752,375.04894,751.672,adductAnnotation,C06187,M391T751,C06187,Arbutin 6-phosphate,[M],M+Na,C12H17O10P,0.802413083333799,C06187_3,grade2
M375T697,375.06046,696.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T53_1,375.09231,53.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T618,375.10013,617.662,isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation;isotopeAnnotation,C04540;C04640;C14875;C03112;C04015;C04016;C04017,M374T618;M374T618;M374T618;M374T618;M374T618;M374T618;M374T618,C04540;C04640;C14875;C03112;C04015;C04016;C04017,N4-(Acetyl-beta-D-glucosaminyl)asparagine;2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine;S-(2-Hydroxyethyl)glutathione;Deacetylcephalosporin C;N-Acetyl-4-O-acetylneuraminate;N-Acetyl-7-O-acetylneuraminate;N-Acetyl-9-O-acetylneuraminate,[M+1];[M+1];[M+1];[M+1];[M+1];[M+1];[M+1],M+K;M+CH3COO+2H;M+Na;M+H;M+Na;M+Na;M+Na,C12H21N3O8;C8H16N3O8P;C12H21N3O7S;C14H19N3O7S;C13H21NO10;C13H21NO10;C13H21NO10,0.945159966982457;0.932668985248699;0.862823121159951;0.754786355509753;0.546337947521407;0.546337947521407;0.546337947521407,C04540_5;C04640_1;C14875_2;C03112_2;C04015_2;C04016_2;C04017_2,grade2;grade2;grade2;grade2;grade2;grade2;grade2
M375T783,375.10996,782.884,seed,"NA","NA",D00390,"NA",[M],M+Na,C18H19F3N2S,0.585729653764486,D00390_1,grade1
M375T832,375.11286,831.567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T803,375.12793,803.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T288,375.1249,288.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T739,375.14597,739.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T773,375.15705,772.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T613,375.17164,613.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T744,375.19351,743.873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T75,375.20992,75.1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T972,375.21875,972.372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T590,375.21772,590.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T507,375.22401,506.663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T55,375.24186,55.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T434,375.2516,434.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T748,375.25479,748.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T77,375.26836,77.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T414,375.27471,413.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T53_2,375.28281,53.1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T294,375.31737,294.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M375T58,375.32402,57.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M376T1044,375.7047,1043.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M376T661_1,375.80492,660.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M376T661_2,375.82526,661.122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M376T710,375.95826,709.582,isotopeAnnotation,C20423,M375T710,C20423,alpha-D-Ribose 1-methylphosphonate 5-phosphate,[M+1],M+3Na-2H,C6H14O10P2,0.737094708809494,C20423_1,grade2
