name,mz,rt,Annotation.type,annotated.from.ID,annotated.from.peak,ID,compound.name,isotope,adduct,Formula,score,peak.group,confidence
M60T1209,60.0434,1209.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1182,60.04341,1181.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1163,60.0434,1163.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1310,60.04335,1310.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1240,60.04339,1239.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1254,60.0434,1254.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1277,60.04335,1277.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1338,60.04336,1337.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1350,60.04327,1350.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1369,60.04336,1369.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T1089,60.05091,1089.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M60T465,60.04327,465.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1228,61.02766,1227.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1299,61.02773,1298.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1371,61.02774,1370.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1328,61.02769,1328.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1265,61.02772,1265.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1200,61.02697,1199.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1348,61.02774,1348.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1170,61.02701,1170.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1127,61.02775,1127.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T1091,61.02773,1090.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M61T186,61.03875,186.0035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M63T709,62.98066,709.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M65T1181,65.01858,1181.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M65T1257,65.01863,1257.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1284,66.97293,1284.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1241,66.97293,1240.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1223,66.97294,1223.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1193,66.97295,1193.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1263,66.97307,1263.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1090,66.97302,1090.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1170,66.97289,1169.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1345,66.973,1345.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1321_1,66.97302,1320.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1368,66.97293,1368.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1119,66.97289,1119.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1350,67.01539,1349.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1247,67.01535,1246.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1321_2,67.0154,1320.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1370,67.01541,1370.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1294,67.01536,1293.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M67T1273,67.01536,1272.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1282,67.98808,1281.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1243,67.98813,1242.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1201,67.98807,1200.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1349,67.9881,1348.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1221,67.98813,1220.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1177,67.98803,1176.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1126,67.98811,1126.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1089,67.98806,1089.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T1038,67.98807,1037.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M68T582,68.04828,581.7015,metAnnotation;metAnnotation,C01183;C01047,M160T440;M175T739_2,C00543;C00797,Dimethylamine;Ethylamine,[M];[M],M+Na;M+Na,C2H7N;C2H7N,0.667403000973449;0.54952609104484,C00543_1;C00797_1,grade3;grade3
M69T700,69.03199,699.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1356,69.03191,1355.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1316,69.03194,1315.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1329,69.04357,1329.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1297,69.04353,1297.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T33,69.04368,33.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T228,69.04346,228.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1373,69.0435,1373.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1347,69.04353,1346.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1359,69.04347,1358.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1255,69.06826,1254.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1313,69.06905,1312.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1343,69.06811,1342.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1370,69.06908,1370.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1206,69.06911,1205.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M69T1184,69.06812,1184.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T296,70.02733,296.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1123,70.06372,1122.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1319,70.06373,1319.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1094,70.06373,1094.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1251,70.06373,1251.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1221,70.06381,1220.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1352,70.06372,1352.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1291,70.06374,1290.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T582,70.06487,581.6125,metAnnotation;metAnnotation,C12317;C10733,M161T738;M230T495,C06772;C00555,Diethanolamine;4-Aminobutyraldehyde,[M];[M],M+H-2H2O;M+H-H2O,C4H11NO2;C4H9NO,0.874444196797947;0.794067859790567,C06772_2;C00555_1,grade2;grade2
M70T1276,70.06374,1275.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1169,70.0637,1168.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1374,70.06374,1374.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T1199,70.06374,1198.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T33,70.06365,33.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M70T615,70.0638,615.3715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1230,71.01111,1230.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1276,71.01194,1275.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1128,71.01125,1128.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1184_1,71.01106,1184.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1313,71.01107,1312.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1338,71.01107,1338.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1359,71.01113,1359.395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1088_1,71.01121,1087.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1375,71.01109,1375.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1038_1,71.01108,1037.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T466,71.01142,465.6745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T461,71.05937,460.8565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T582,71.06765,581.893,isotopeAnnotation;isotopeAnnotation,C00555;C06772,M70T582;M70T582,C00555;C06772,4-Aminobutyraldehyde;Diethanolamine,[M+1];[M+1],M+H-H2O;M+H-2H2O,C4H9NO;C4H11NO2,0.906926932699266;0.906926932699266,C06772_2;C00555_1,grade2;grade2
M71T1218,71.08424,1217.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1288,71.08426,1287.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1348,71.08424,1348.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1258,71.08424,1257.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1169,71.08416,1168.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1184_2,71.08426,1183.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1320,71.08422,1319.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1371,71.08423,1371.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1088_2,71.08426,1088.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1114,71.08426,1113.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T33,71.08423,32.6205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M71T1038_2,71.08425,1038.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1119,72.04307,1118.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1212,72.04312,1212.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1171_1,72.04306,1171.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1250,72.04306,1250.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1342,72.04306,1342.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1284,72.04308,1283.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1370,72.04303,1370.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1315,72.04309,1315.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T33,72.04301,32.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T685,72.0432,684.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T462,72.0431,462.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1089,72.04308,1088.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1036,72.0431,1035.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1123,72.07985,1122.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1171_2,72.07979,1171.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1202,72.07985,1201.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T871,72.0789,871.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1283,72.07991,1283.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1095,72.07987,1095.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1354,72.07988,1353.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1324,72.07993,1324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1264,72.07991,1263.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1373,72.07994,1373.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1247,72.07989,1247.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T560,72.08,559.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1225,72.07902,1225.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M72T1050,72.07987,1050.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1346,73.04553,1345.605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1207,73.04549,1206.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1293,73.04551,1292.555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1319,73.04553,1319.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1265,73.04548,1264.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1235,73.04551,1235.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1373,73.04548,1372.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1170,73.04549,1170.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1108,73.04548,1108.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1084,73.04553,1084.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T409,73.04544,409.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1228,73.06352,1228.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1091,73.06346,1091.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1174,73.06351,1173.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1274,73.06353,1274.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1205,73.06346,1204.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1325,73.06349,1325.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1345,73.06345,1344.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1252,73.0635,1251.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1297,73.06352,1296.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1041,73.06353,1040.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T33,73.0634,32.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1130,73.06346,1130.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1114,73.06354,1114.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T1365,73.06347,1364.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M73T560,73.08276,559.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1251,74.05864,1251.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1313,74.05915,1313.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1226,74.05859,1225.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T33,74.05975,33.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T125,74.05925,124.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T171,74.05938,171.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T100,74.05954,99.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T189,74.05954,188.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T951,74.05855,950.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T972,74.05853,971.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1298,74.09473,1298.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1119,74.09477,1119.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1349,74.09477,1349.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1087,74.09476,1086.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1212,74.09477,1211.525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1184,74.09475,1183.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1169,74.09476,1168.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1242,74.09476,1241.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T1261,74.09472,1260.955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T983,74.09477,983.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M74T944,74.09479,943.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T1361,75.06249,1360.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T1275,75.06151,1274.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T1329,75.06166,1328.995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T1240,75.06149,1239.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T1308,75.06251,1307.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T1296,75.06149,1295.745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M75T32,75.06163,32.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T680,76.03803,680.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T928,76.03801,928.462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T392,76.03805,392.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M76T609,76.07469,609.25,seed,"NA","NA",C01104,Trimethylamine N-oxide,[M],M+H,C3H9NO,0.88326541591111,C01104_1,grade1
M77T1091,77.03695,1091.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T1122,77.03698,1121.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T473,77.03709,473.2235,metAnnotation;metAnnotation,C06813;C06813,M124T392;M124T392,C04091;C04221,"cis-1,2-Dihydrobenzene-1,2-diol;trans-1,2-Dihydrobenzene-1,2-diol",[M];[M],M+H-2H2O;M+H-2H2O,C6H8O2;C6H8O2,0.757668847400795;0.757668847400795,C04091_1;C04221_1,grade4;grade4
M77T33,77.03696,32.505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T1312,77.037,1311.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T1195,77.03701,1195.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T1361,77.03707,1360.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T1274,77.037,1274.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T1235,77.03699,1235.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T1338,77.03705,1338.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M77T1168,77.037,1168.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T94,78.03257,94.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T116,78.03259,115.8455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1246,78.04498,1245.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1181,78.04495,1180.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1214,78.04493,1214.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1286,78.04499,1286.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1325,78.045,1324.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1086,78.04494,1086.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1109,78.04491,1109.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1130,78.04493,1130.445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1357,78.04487,1357.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1373,78.04491,1373.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1035,78.04492,1034.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M78T1001,78.04516,1001.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1118,78.98338,1117.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1085,78.98337,1085.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1167,78.98334,1166.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1040,78.98339,1039.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1373,79.01958,1372.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1257,79.01958,1257.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1348,79.01958,1347.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1293,79.01957,1293.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1316,79.01964,1316.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1119,79.05319,1118.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1269,79.05318,1268.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1310,79.05317,1309.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1246,79.05316,1245.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1091,79.05311,1090.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1363,79.05315,1363.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1172,79.05317,1172.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1290,79.05325,1290.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1227,79.05321,1226.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1202,79.05316,1202.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M79T1335,79.0531,1335.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1117,80.04791,1117.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1324,80.04805,1324.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1292,80.04799,1291.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1211,80.04792,1210.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1352,80.04801,1351.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1372,80.04806,1371.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1082,80.0479,1082.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1170,80.04791,1169.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T94,80.04802,93.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T116,80.04808,116.095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1266,80.04804,1265.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T1040,80.04787,1039.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M80T983,80.04772,982.936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1360,80.97177,1359.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1304,80.97181,1304.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1325,80.97181,1324.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1260,80.9718,1260.485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1276,80.97177,1276.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1229_1,80.97181,1229.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T638,80.97204,637.5025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1186,80.9718,1186.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1203,80.98832,1203.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1284,80.98826,1284.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1238,80.98825,1238.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1122,80.98854,1121.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1176,80.98826,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1344_1,80.98825,1343.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1089,80.9884,1089.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1366,80.98816,1366.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1314,80.98818,1314.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T33,80.98835,32.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T570,81.03232,569.6035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1094,81.04357,1093.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1258,81.04361,1258.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1121,81.04356,1120.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1171,81.04361,1171.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M81T1196,81.04356,1195.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
